minutes,mp,nineties,gls,ast,ga,gls_p90_raw,ast_p90_raw,ga_p90_raw,player,team,pos,age,nation,league,season,sh,sot,int,tklw,crs,fls,fld,source
1583.0,23,17.6,0,0,0,0.0,0.0,0.0,Kiko Femenía,Villarreal,DF,32,es ESP,La Liga,2324,1,0,31,26,28,24,3,fbref_cache
551.0,7,6.1,0,0,0,0.0,0.0,0.0,Aitor Fernández,Osasuna,GK,32,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
1285.0,26,14.3,0,1,1,0.0,0.07,0.07,Álex Fernández,Cádiz,MF,30,es ESP,La Liga,2324,7,1,15,9,35,5,16,fbref_cache
408.0,10,4.5,2,1,3,0.44,0.22,0.66,Carlos Fernández,Real Sociedad,FW,27,es ESP,La Liga,2324,9,4,0,9,1,15,3,fbref_cache
280.0,4,3.1,0,0,0,0.0,0.0,0.0,Raúl Fernández,Granada,GK,35,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
506.0,27,5.6,2,0,2,0.36,0.0,0.36,Valery Fernández,Girona,MF,23,es ESP,La Liga,2324,5,2,1,9,13,7,13,fbref_cache
459.0,8,5.1,0,0,0,0.0,0.0,0.0,Fernando,Sevilla,MF,36,br BRA,La Liga,2324,1,0,8,8,4,6,3,fbref_cache
360.0,4,4.0,0,0,0,0.0,0.0,0.0,Fernando,Almería,GK,33,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
1340.0,15,14.9,0,0,0,0.0,0.0,0.0,André Ferreira,Granada,GK,27,pt POR,La Liga,2324,0,0,0,0,0,2,2,fbref_cache
17.0,1,0.2,0,0,0,0.0,0.0,0.0,Rachad Fettal,Almería,FW,18,ma MAR,La Liga,2324,1,0,0,0,0,1,0,fbref_cache
1148.0,15,12.8,3,2,5,0.24,0.16,0.39,Pablo Fornals,Real Betis,MF,27,es ESP,La Liga,2324,17,6,21,17,51,13,14,fbref_cache
318.0,7,3.5,0,2,2,0.0,0.57,0.57,Héctor Fort,Barcelona,DF,16,es ESP,La Liga,2324,1,0,2,6,6,8,1,fbref_cache
1842.0,33,20.5,0,0,0,0.0,0.0,0.0,Dimitri Foulquier,Valencia,"DF,MF",30,fr FRA,La Liga,2324,7,1,14,21,43,24,28,fbref_cache
1062.0,12,11.8,1,1,2,0.08,0.08,0.17,Juan Foyth,Villarreal,DF,25,ar ARG,La Liga,2324,6,2,12,16,18,18,7,fbref_cache
1549.0,36,17.2,2,0,2,0.12,0.0,0.12,Jorge de Frutos,Rayo Vallecano,MF,26,es ESP,La Liga,2324,29,11,7,8,54,15,25,fbref_cache
7.0,1,0.1,0,0,0,0.0,0.0,0.0,Daniel Fuzato,Getafe,GK,26,br BRA,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
477.0,7,5.3,0,0,0,0.0,0.0,0.0,Matteo Gabbia,Villarreal,DF,23,it ITA,La Liga,2324,0,0,7,6,0,9,3,fbref_cache
88.0,5,1.0,0,0,0,0.0,0.0,0.0,Javi Galán,Atlético Madrid,"DF,MF",28,es ESP,La Liga,2324,0,0,1,3,6,1,4,fbref_cache
1075.0,14,11.9,0,1,1,0.0,0.08,0.08,Javi Galán,Real Sociedad,DF,28,es ESP,La Liga,2324,3,1,12,21,46,22,19,fbref_cache
2091.0,29,23.2,1,1,2,0.04,0.04,0.09,Iñigo Ruiz de Galarreta,Athletic Club,MF,29,es ESP,La Liga,2324,11,2,12,32,58,54,41,fbref_cache
3199.0,37,35.5,3,6,9,0.08,0.17,0.25,Aleix García,Girona,MF,26,es ESP,La Liga,2324,39,12,36,30,188,29,36,fbref_cache
2475.0,32,27.5,6,1,7,0.22,0.04,0.25,Álvaro García,Rayo Vallecano,MF,30,es ESP,La Liga,2324,45,17,36,26,121,25,23,fbref_cache
745.0,17,8.3,1,0,1,0.12,0.0,0.12,Dani García,Athletic Club,MF,33,es ESP,La Liga,2324,6,3,8,11,0,11,7,fbref_cache
2334.0,27,25.9,0,1,1,0.0,0.04,0.04,David García,Osasuna,DF,29,es ESP,La Liga,2324,15,2,20,17,2,33,13,fbref_cache
57.0,2,0.6,0,0,0,0.0,0.0,0.0,Eric García,Barcelona,"DF,MF",22,es ESP,La Liga,2324,1,0,0,0,0,1,0,fbref_cache
2637.0,30,29.3,5,0,5,0.17,0.0,0.17,Eric García,Girona,DF,22,es ESP,La Liga,2324,16,6,29,40,10,24,26,fbref_cache
1398.0,25,15.5,1,5,6,0.06,0.32,0.39,Fran Garcia,Real Madrid,DF,23,es ESP,La Liga,2324,9,1,20,16,60,10,15,fbref_cache
19.0,2,0.2,0,0,0,0.0,0.0,0.0,Gonzalo García,Real Madrid,FW,19,es ESP,La Liga,2324,1,1,0,0,0,0,1,fbref_cache
32.0,3,0.4,0,0,0,0.0,0.0,0.0,Jastin García,Girona,FW,19,es ESP,La Liga,2324,0,0,0,0,1,0,2,fbref_cache
420.0,20,4.7,1,0,1,0.21,0.0,0.21,Raúl García,Athletic Club,FW,37,es ESP,La Liga,2324,10,1,2,6,6,20,10,fbref_cache
1547.0,30,17.2,3,2,5,0.17,0.12,0.29,Rubén García,Osasuna,"FW,MF",30,es ESP,La Liga,2324,28,10,12,18,98,24,27,fbref_cache
25.0,1,0.3,0,0,0,0.0,0.0,0.0,Santiago García,Getafe,MF,21,es ESP,La Liga,2324,0,0,0,0,0,1,1,fbref_cache
560.0,9,6.2,1,0,1,0.16,0.0,0.16,Unai García,Osasuna,DF,31,es ESP,La Liga,2324,2,1,7,9,4,9,1,fbref_cache
735.0,14,8.2,0,0,0,0.0,0.0,0.0,Yarek Gasiorowski,Valencia,DF,18,es ESP,La Liga,2324,1,0,14,13,6,11,2,fbref_cache
10.0,2,0.1,0,0,0,0.0,0.0,0.0,Federico Gattoni,Sevilla,DF,24,ar ARG,La Liga,2324,0,0,0,0,0,2,0,fbref_cache
944.0,12,10.5,1,1,2,0.1,0.1,0.19,Gavi,Barcelona,"MF,FW",18,es ESP,La Liga,2324,10,5,8,23,8,31,23,fbref_cache
3420.0,38,38.0,0,0,0,0.0,0.0,0.0,Paulo Gazzaniga,Girona,GK,31,ar ARG,La Liga,2324,0,0,0,1,0,0,8,fbref_cache
372.0,5,4.1,0,0,0,0.0,0.0,0.0,David Gil,Cádiz,GK,29,es ESP,La Liga,2324,0,0,0,0,0,0,2,fbref_cache
1163.0,31,12.9,0,0,0,0.0,0.0,0.0,Maxi Gómez,Cádiz,FW,26,uy URU,La Liga,2324,16,6,2,4,20,20,32,fbref_cache
2006.0,28,22.3,3,0,3,0.13,0.0,0.13,Moi Gómez,Osasuna,"MF,FW",29,es ESP,La Liga,2324,19,8,10,19,51,29,30,fbref_cache
875.0,25,9.7,2,0,2,0.21,0.0,0.21,Unai Gómez,Athletic Club,MF,20,es ESP,La Liga,2324,16,8,2,9,20,11,20,fbref_cache
2522.0,31,28.0,2,0,2,0.07,0.0,0.07,Édgar González,Almería,"DF,MF",26,es ESP,La Liga,2324,13,3,35,21,2,29,7,fbref_cache
123.0,6,1.4,0,0,0,0.0,0.0,0.0,Fabio González,Las Palmas,MF,26,es ESP,La Liga,2324,0,0,0,2,2,1,1,fbref_cache
2464.0,34,27.4,1,1,2,0.04,0.04,0.07,Giovanni González,Mallorca,DF,28,uy URU,La Liga,2324,14,4,28,44,60,38,20,fbref_cache
87.0,9,1.0,0,1,1,0.0,1.03,1.03,Hugo González,Valencia,FW,20,es ESP,La Liga,2324,1,0,0,1,9,3,2,fbref_cache
5.0,1,0.1,0,0,0,0.0,0.0,0.0,Iñaki González,Las Palmas,MF,19,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
649.0,15,7.2,0,0,0,0.0,0.0,0.0,Peter González,Valencia,MF,21,do DOM,La Liga,2324,17,6,9,4,18,11,11,fbref_cache
156.0,5,1.7,0,0,0,0.0,0.0,0.0,Urko González,Real Sociedad,MF,22,es ESP,La Liga,2324,2,0,1,0,0,1,2,fbref_cache
2854.0,36,31.7,1,0,1,0.03,0.0,0.03,Andoni Gorosabel,Alavés,DF,26,es ESP,La Liga,2324,15,6,25,40,83,29,41,fbref_cache
103.0,5,1.1,0,0,0,0.0,0.0,0.0,Pablo Gozalbez,Valencia,MF,22,es ESP,La Liga,2324,1,0,1,0,1,7,2,fbref_cache
2662.0,33,29.6,8,6,14,0.27,0.2,0.47,Mason Greenwood,Getafe,"MF,FW",21,eng ENG,La Liga,2324,102,35,3,6,108,39,42,fbref_cache
90.0,1,1.0,0,0,0,0.0,0.0,0.0,Dominik Greif,Mallorca,GK,26,sk SVK,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
2644.0,33,29.4,16,6,22,0.54,0.2,0.75,Antoine Griezmann,Atlético Madrid,"FW,MF",32,fr FRA,La Liga,2324,79,34,11,20,125,16,26,fbref_cache
2403.0,27,26.7,0,0,0,0.0,0.0,0.0,Vicente Guaita,Celta Vigo,GK,36,es ESP,La Liga,2324,0,0,0,1,0,1,5,fbref_cache
447.0,12,5.0,0,0,0,0.0,0.0,0.0,Andrés Guardado,Real Betis,MF,36,mx MEX,La Liga,2324,5,0,6,12,11,10,3,fbref_cache
495.0,22,5.5,1,1,2,0.18,0.18,0.36,Sergi Guardiola,Cádiz,FW,32,es ESP,La Liga,2324,14,5,0,6,16,18,22,fbref_cache
1742.0,22,19.4,1,1,2,0.05,0.05,0.1,Nemanja Gudelj,Sevilla,"DF,MF",31,rs SRB,La Liga,2324,19,3,29,22,3,30,11,fbref_cache
951.0,17,10.6,3,2,5,0.28,0.19,0.47,Gonçalo Guedes,Villarreal,"FW,MF",26,pt POR,La Liga,2324,25,8,2,5,28,5,16,fbref_cache
2498.0,36,27.8,4,1,5,0.14,0.04,0.18,Javier Guerra,Valencia,MF,20,es ESP,La Liga,2324,42,14,18,29,24,40,30,fbref_cache
2932.0,37,32.6,1,0,1,0.03,0.0,0.03,Ander Guevara,Alavés,MF,26,es ESP,La Liga,2324,16,3,14,34,10,49,30,fbref_cache
1315.0,26,14.6,1,0,1,0.07,0.0,0.07,Hugo Guillamón,Valencia,MF,23,es ESP,La Liga,2324,3,2,11,15,7,36,25,fbref_cache
74.0,3,0.8,1,0,1,1.22,0.0,1.22,Marc Guiu,Barcelona,FW,17,es ESP,La Liga,2324,4,1,0,0,0,1,2,fbref_cache
377.0,10,4.2,6,0,6,1.43,0.0,1.43,Arda Güler,Real Madrid,"MF,FW",18,tr TUR,La Liga,2324,15,6,2,4,13,11,8,fbref_cache
2674.0,35,29.7,0,3,3,0.0,0.1,0.1,Gerard Gumbau,Granada,MF,28,es ESP,La Liga,2324,45,9,26,33,150,62,26,fbref_cache
2994.0,36,33.3,5,9,14,0.15,0.27,0.42,İlkay Gündoğan,Barcelona,MF,32,de GER,La Liga,2324,43,17,20,20,157,16,42,fbref_cache
2678.0,36,29.8,3,4,7,0.1,0.13,0.24,Jon Guridi,Alavés,MF,28,es ESP,La Liga,2324,36,8,19,24,21,22,30,fbref_cache
2217.0,32,24.6,14,5,19,0.57,0.2,0.77,Gorka Guruzeta,Athletic Club,FW,26,es ESP,La Liga,2324,65,31,15,22,12,44,23,fbref_cache
3032.0,35,33.7,2,7,9,0.06,0.21,0.27,Miguel Gutiérrez,Girona,"DF,MF",22,es ESP,La Liga,2324,34,5,24,17,97,27,26,fbref_cache
2449.0,38,27.2,3,2,5,0.11,0.07,0.18,Munir El Haddadi,Las Palmas,"MF,FW",27,ma MAR,La Liga,2324,43,12,10,28,41,30,73,fbref_cache
804.0,22,8.9,0,2,2,0.0,0.22,0.22,Ianis Hagi,Alavés,MF,24,ro ROU,La Liga,2324,27,9,4,12,54,13,19,fbref_cache
616.0,14,6.8,0,3,3,0.0,0.44,0.44,Luiz Henrique,Real Betis,MF,22,br BRA,La Liga,2324,18,4,5,11,24,7,15,fbref_cache
2557.0,31,28.4,0,1,1,0.0,0.04,0.04,Mario Hermoso,Atlético Madrid,DF,28,es ESP,La Liga,2324,17,4,28,25,38,32,23,fbref_cache
1690.0,19,18.8,0,0,0,0.0,0.0,0.0,Aridane Hernández,Rayo Vallecano,DF,34,es ESP,La Liga,2324,5,0,15,9,0,11,12,fbref_cache
2514.0,30,27.9,1,2,3,0.04,0.07,0.11,Javi Hernández,Cádiz,DF,25,es ESP,La Liga,2324,30,8,17,23,126,45,19,fbref_cache
723.0,9,8.0,1,0,1,0.12,0.0,0.12,Luis Hernández,Cádiz,DF,34,es ESP,La Liga,2324,1,1,8,3,2,8,0,fbref_cache
1644.0,19,18.3,0,1,1,0.0,0.05,0.05,Jorge Herrando,Osasuna,DF,22,es ESP,La Liga,2324,4,0,14,19,0,26,10,fbref_cache
1030.0,23,11.4,0,3,3,0.0,0.26,0.26,Ander Herrera,Athletic Club,MF,33,es ESP,La Liga,2324,14,2,16,33,12,21,11,fbref_cache
166.0,8,1.8,1,0,1,0.54,0.0,0.54,Cristian Herrera,Las Palmas,MF,32,es ESP,La Liga,2324,1,1,0,1,1,3,3,fbref_cache
2869.0,32,31.9,0,0,0,0.0,0.0,0.0,Sergio Herrera,Osasuna,GK,30,es ESP,La Liga,2324,0,0,0,1,0,0,7,fbref_cache
2107.0,29,23.4,5,0,5,0.21,0.0,0.21,Yangel Herrera,Girona,MF,25,ve VEN,La Liga,2324,52,18,25,38,29,65,62,fbref_cache
292.0,4,3.2,2,0,2,0.62,0.0,0.62,Juanma Herzog,Las Palmas,DF,19,es ESP,La Liga,2324,3,3,1,5,0,1,1,fbref_cache
562.0,13,6.2,0,0,0,0.0,0.0,0.0,Martin Hongla,Granada,"MF,DF",25,cm CMR,La Liga,2324,3,1,5,3,2,7,1,fbref_cache
9.0,1,0.1,0,0,0,0.0,0.0,0.0,Xabier Huarte Armendáriz,Osasuna,MF,22,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
1152.0,33,12.8,1,2,3,0.08,0.16,0.23,Pablo Ibáñez,Osasuna,MF,24,es ESP,La Liga,2324,27,7,9,8,11,26,16,fbref_cache
1412.0,23,15.7,0,2,2,0.0,0.13,0.13,Iglesias,Getafe,"DF,MF",25,es ESP,La Liga,2324,15,6,16,21,62,17,10,fbref_cache
408.0,11,4.5,0,1,1,0.0,0.22,0.22,Borja Iglesias,Real Betis,FW,30,es ESP,La Liga,2324,10,0,2,0,1,7,5,fbref_cache
525.0,9,5.8,0,0,0,0.0,0.0,0.0,Imanol,Athletic Club,DF,23,es ESP,La Liga,2324,1,0,9,6,21,5,2,fbref_cache
2326.0,29,25.8,8,5,13,0.31,0.19,0.5,Isco,Real Betis,MF,31,es ESP,La Liga,2324,64,26,9,26,152,31,79,fbref_cache
37.0,1,0.4,0,0,0,0.0,0.0,0.0,Diego Iturralde,Sevilla,DF,20,es ESP,La Liga,2324,0,0,0,0,0,1,0,fbref_cache
193.0,8,2.1,0,0,0,0.0,0.0,0.0,Adnan Januzaj,Sevilla,"FW,MF",28,be BEL,La Liga,2324,6,1,1,3,8,3,9,fbref_cache
151.0,7,1.7,0,0,0,0.0,0.0,0.0,Mikel Jauregizar,Athletic Club,MF,19,es ESP,La Liga,2324,2,0,0,0,6,4,1,fbref_cache
13.0,1,0.1,0,0,0,0.0,0.0,0.0,Salim El Jebari,Atlético Madrid,MF,19,ma MAR,La Liga,2324,0,0,0,0,1,1,0,fbref_cache
1634.0,20,18.2,2,0,2,0.11,0.0,0.11,Frenkie de Jong,Barcelona,MF,26,nl NED,La Liga,2324,7,4,15,26,26,19,22,fbref_cache
380.0,8,4.2,0,0,0,0.0,0.0,0.0,Joan Jordán,Sevilla,MF,29,es ESP,La Liga,2324,6,1,4,6,3,1,3,fbref_cache
573.0,13,6.4,0,0,0,0.0,0.0,0.0,Jordi,Getafe,MF,22,es ESP,La Liga,2324,7,3,8,11,23,19,6,fbref_cache
2.0,1,0.0,0,0,0,0.0,0.0,0.0,Jeremy Jorge,Getafe,FW,20,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
1971.0,33,21.9,10,5,15,0.46,0.23,0.68,Willian José,Real Betis,FW,31,br BRA,La Liga,2324,48,24,2,3,7,9,20,fbref_cache
1687.0,34,18.7,10,2,12,0.53,0.11,0.64,Joselu,Real Madrid,FW,33,es ESP,La Liga,2324,63,29,6,4,6,10,15,fbref_cache
571.0,11,6.3,0,1,1,0.0,0.16,0.16,Kamil Jóźwiak,Granada,MF,25,pl POL,La Liga,2324,4,1,2,10,6,13,12,fbref_cache
873.0,16,9.7,3,1,4,0.31,0.1,0.41,Juanmi,Cádiz,FW,30,es ESP,La Liga,2324,14,7,5,4,2,24,11,fbref_cache
746.0,17,8.3,0,0,0,0.0,0.0,0.0,Juanpe,Girona,DF,32,es ESP,La Liga,2324,4,0,8,8,1,5,0,fbref_cache
1864.0,26,20.7,15,5,20,0.72,0.24,0.97,Vinicius Júnior,Real Madrid,FW,23,br BRA,La Liga,2324,78,39,1,12,56,24,54,fbref_cache
3240.0,36,36.0,0,0,0,0.0,0.0,0.0,Filip Jørgensen,Villarreal,GK,21,dk DEN,La Liga,2324,0,0,2,1,0,2,5,fbref_cache
720.0,17,8.0,1,1,2,0.12,0.12,0.25,Sory Kaba,Las Palmas,FW,28,gn GUI,La Liga,2324,13,1,0,1,0,16,15,fbref_cache
523.0,8,5.8,1,0,1,0.17,0.0,0.17,Kaiky,Almería,DF,19,br BRA,La Liga,2324,3,1,3,4,1,7,0,fbref_cache
16.0,2,0.2,0,0,0,0.0,0.0,0.0,Jon Karrikaburu,Alavés,FW,20,es ESP,La Liga,2324,0,0,0,0,0,1,0,fbref_cache
9.0,2,0.1,0,0,0,0.0,0.0,0.0,Ibrahima Kebe,Girona,MF,22,ml MLI,La Liga,2324,0,0,1,1,0,1,2,fbref_cache
1423.0,33,15.8,3,2,5,0.19,0.13,0.32,Kiké,Alavés,FW,33,es ESP,La Liga,2324,57,26,2,5,9,24,36,fbref_cache
2493.0,35,27.7,0,4,4,0.0,0.14,0.14,Koke,Atlético Madrid,MF,31,es ESP,La Liga,2324,10,2,15,42,10,19,19,fbref_cache
277.0,9,3.1,0,0,0,0.0,0.0,0.0,Ibrahima Koné,Almería,FW,24,ml MLI,La Liga,2324,4,2,0,0,2,3,4,fbref_cache
821.0,16,9.1,0,0,0,0.0,0.0,0.0,Rominigue Kouamé,Cádiz,MF,26,ml MLI,La Liga,2324,5,0,15,10,1,11,9,fbref_cache
2899.0,35,32.2,1,2,3,0.03,0.06,0.09,Jules Koundé,Barcelona,DF,24,fr FRA,La Liga,2324,24,7,28,24,35,23,16,fbref_cache
2124.0,33,23.6,1,8,9,0.04,0.34,0.38,Toni Kroos,Real Madrid,MF,33,de GER,La Liga,2324,35,13,17,32,119,17,38,fbref_cache
2150.0,30,23.9,7,4,11,0.29,0.17,0.46,Takefusa Kubo,Real Sociedad,"FW,MF",22,jp JPN,La Liga,2324,46,21,10,16,143,22,52,fbref_cache
1956.0,31,21.7,1,4,5,0.05,0.18,0.23,Luca de la Torre,Celta Vigo,MF,25,us USA,La Liga,2324,24,8,11,21,17,39,19,fbref_cache
90.0,1,1.0,0,0,0,0.0,0.0,0.0,Yoel Lago,Celta Vigo,DF,19,es ESP,La Liga,2324,0,0,0,1,0,1,2,fbref_cache
463.0,13,5.1,2,0,2,0.39,0.0,0.39,Érik Lamela,Sevilla,MF,31,ar ARG,La Liga,2324,9,4,1,13,12,18,6,fbref_cache
820.0,11,9.1,1,0,1,0.11,0.0,0.11,Bruno Langa,Almería,DF,25,mz MOZ,La Liga,2324,8,2,5,11,16,4,12,fbref_cache
1823.0,35,20.3,3,2,5,0.15,0.1,0.25,Cyle Larin,Mallorca,FW,28,ca CAN,La Liga,2324,69,25,3,8,8,27,34,fbref_cache
1555.0,32,17.3,2,0,2,0.12,0.0,0.12,Juanmi Latasa,Getafe,FW,22,es ESP,La Liga,2324,44,15,4,8,3,66,40,fbref_cache
1544.0,28,17.2,0,1,1,0.0,0.06,0.06,Toni Lato,Mallorca,DF,25,es ESP,La Liga,2324,5,2,17,22,48,19,18,fbref_cache
285.0,14,3.2,0,0,0,0.0,0.0,0.0,Lázaro,Almería,MF,21,br BRA,La Liga,2324,8,4,1,1,11,3,7,fbref_cache
2469.0,29,27.4,2,0,2,0.07,0.0,0.07,Robin Le Normand,Real Sociedad,DF,26,es ESP,La Liga,2324,9,5,27,22,1,33,23,fbref_cache
3048.0,34,33.9,0,0,0,0.0,0.0,0.0,Jeremías Ledesma,Cádiz,GK,30,ar ARG,La Liga,2324,0,0,0,1,0,1,5,fbref_cache
3327.0,37,37.0,3,1,4,0.08,0.03,0.11,Florian Lejeune,Rayo Vallecano,DF,32,fr FRA,La Liga,2324,64,21,23,26,6,26,13,fbref_cache
29.0,1,0.3,0,0,0,0.0,0.0,0.0,Stefan Lekovic,Villarreal,DF,19,rs SRB,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
2002.0,27,22.2,0,2,2,0.0,0.09,0.09,Iñigo Lekue,Athletic Club,DF,30,es ESP,La Liga,2324,5,0,16,21,37,15,7,fbref_cache
164.0,3,1.8,0,0,0,0.0,0.0,0.0,Thomas Lemar,Atlético Madrid,MF,27,fr FRA,La Liga,2324,2,0,0,1,6,3,2,fbref_cache
251.0,4,2.8,0,0,0,0.0,0.0,0.0,Álvaro Lemos,Las Palmas,DF,30,es ESP,La Liga,2324,1,0,2,1,5,2,3,fbref_cache
11.0,1,0.1,0,0,0,0.0,0.0,0.0,Ruben Lendinez,Valencia,DF,20,es ESP,La Liga,2324,0,0,0,1,0,0,0,fbref_cache
2750.0,35,30.6,19,8,27,0.62,0.26,0.88,Robert Lewandowski,Barcelona,FW,34,pl POL,La Liga,2324,93,43,9,4,18,23,55,fbref_cache
2080.0,34,23.1,4,5,9,0.17,0.22,0.39,Samuel Lino,Atlético Madrid,"MF,DF",23,br BRA,La Liga,2324,54,21,14,34,41,27,56,fbref_cache
247.0,16,2.7,1,0,1,0.36,0.0,0.36,Javier Llabrés,Mallorca,MF,20,es ESP,La Liga,2324,9,4,3,1,20,5,1,fbref_cache
2565.0,37,28.5,6,4,10,0.21,0.14,0.35,Marcos Llorente,Atlético Madrid,"MF,DF",28,es ESP,La Liga,2324,30,19,13,23,70,31,27,fbref_cache
1790.0,34,19.9,0,1,1,0.0,0.05,0.05,Enzo Loiodice,Las Palmas,MF,22,fr FRA,La Liga,2324,16,6,12,35,23,32,38,fbref_cache
1965.0,25,21.8,3,0,3,0.14,0.0,0.14,David López,Girona,DF,33,es ESP,La Liga,2324,16,6,19,21,0,17,15,fbref_cache
2656.0,36,29.5,3,6,9,0.1,0.2,0.3,Diego López,Valencia,"MF,FW",21,es ESP,La Liga,2324,41,15,21,26,66,26,31,fbref_cache
1446.0,31,16.1,8,0,8,0.5,0.0,0.5,Fermin López,Barcelona,"MF,FW",20,es ESP,La Liga,2324,51,25,3,20,18,43,17,fbref_cache
2386.0,32,26.5,1,3,4,0.04,0.11,0.15,Javi López,Alavés,DF,21,es ESP,La Liga,2324,18,3,11,12,102,26,28,fbref_cache
2108.0,35,23.4,1,2,3,0.04,0.09,0.13,Unai López,Rayo Vallecano,MF,27,es ESP,La Liga,2324,32,5,16,27,73,60,21,fbref_cache
1916.0,30,21.3,0,0,0,0.0,0.0,0.0,Dion Lopy,Almería,MF,21,sn SEN,La Liga,2324,23,8,14,36,7,30,40,fbref_cache
92.0,6,1.0,0,0,0,0.0,0.0,0.0,Anthony Lozano,Getafe,FW,30,hn HON,La Liga,2324,4,0,0,0,1,6,1,fbref_cache
772.0,13,8.6,3,0,3,0.35,0.0,0.35,Anthony Lozano,Almería,FW,30,hn HON,La Liga,2324,23,9,3,5,4,22,20,fbref_cache
1539.0,28,17.1,1,0,1,0.06,0.0,0.06,Lucas,Cádiz,DF,22,br BRA,La Liga,2324,11,4,14,29,72,12,6,fbref_cache
1791.0,24,19.9,1,2,3,0.05,0.1,0.15,José Luis Gayà,Valencia,DF,28,es ESP,La Liga,2324,10,1,11,39,82,24,12,fbref_cache
1048.0,29,11.6,7,0,7,0.6,0.0,0.6,José Luis Morales,Villarreal,"FW,MF",36,es ESP,La Liga,2324,26,12,6,3,10,3,4,fbref_cache
1125.0,23,12.5,5,1,6,0.4,0.08,0.48,Dodi Lukebakio,Sevilla,"MF,FW",25,be BEL,La Liga,2324,42,17,2,3,36,24,22,fbref_cache
1890.0,21,21.0,0,0,0,0.0,0.0,0.0,Andriy Lunin,Real Madrid,GK,24,ua UKR,La Liga,2324,0,0,0,0,0,0,3,fbref_cache
785.0,21,8.7,4,0,4,0.46,0.0,0.46,Darwin Machís,Cádiz,MF,30,ve VEN,La Liga,2324,21,10,4,15,65,12,14,fbref_cache
1454.0,22,16.2,1,2,3,0.06,0.12,0.19,Pablo Maffeo,Mallorca,"DF,MF",26,es ESP,La Liga,2324,11,4,11,21,68,22,20,fbref_cache
121.0,5,1.3,0,0,0,0.0,0.0,0.0,Jon Magunazelaia,Real Sociedad,FW,22,es ESP,La Liga,2324,4,0,0,4,3,2,3,fbref_cache
3265.0,37,36.3,4,0,4,0.11,0.0,0.11,Nemanja Maksimović,Getafe,MF,28,rs SRB,La Liga,2324,34,15,44,42,6,19,13,fbref_cache
3284.0,37,36.5,0,0,0,0.0,0.0,0.0,Giorgi Mamardashvili,Valencia,GK,22,ge GEO,La Liga,2324,0,0,1,3,0,3,4,fbref_cache
240.0,4,2.7,0,0,0,0.0,0.0,0.0,Wilson Manafá,Granada,"DF,MF",29,pt POR,La Liga,2324,1,0,2,4,8,3,0,fbref_cache
731.0,16,8.1,2,1,3,0.25,0.12,0.37,Reinildo Mandava,Atlético Madrid,DF,29,mz MOZ,La Liga,2324,5,3,15,21,6,14,8,fbref_cache
1113.0,16,12.4,1,0,1,0.08,0.0,0.08,Aïssa Mandi,Villarreal,DF,31,dz ALG,La Liga,2324,4,2,7,8,0,7,5,fbref_cache
744.0,12,8.3,0,1,1,0.0,0.12,0.12,Javier Manquillo,Celta Vigo,"DF,MF",29,es ESP,La Liga,2324,1,0,2,12,5,14,4,fbref_cache
229.0,6,2.5,0,1,1,0.0,0.39,0.39,Faitout Maouassa,Granada,DF,25,fr FRA,La Liga,2324,5,0,1,6,20,3,3,fbref_cache
355.0,7,3.9,0,0,0,0.0,0.0,0.0,Marcão,Sevilla,DF,27,br BRA,La Liga,2324,0,0,3,6,0,5,6,fbref_cache
2258.0,28,25.1,1,5,6,0.04,0.2,0.24,Óscar de Marcos,Athletic Club,DF,34,es ESP,La Liga,2324,5,2,12,41,119,22,12,fbref_cache
276.0,16,3.1,1,1,2,0.33,0.33,0.65,Alberto Marí,Valencia,FW,22,es ESP,La Liga,2324,7,3,0,2,2,9,6,fbref_cache
14.0,3,0.2,0,0,0,0.0,0.0,0.0,José Mari,Cádiz,MF,35,es ESP,La Liga,2324,0,0,0,1,0,1,1,fbref_cache
1326.0,22,14.7,0,0,0,0.0,0.0,0.0,José María Giménez,Atlético Madrid,DF,28,uy URU,La Liga,2324,7,1,10,9,1,17,2,fbref_cache
244.0,9,2.7,0,0,0,0.0,0.0,0.0,Mariano,Sevilla,FW,29,do DOM,La Liga,2324,14,2,0,1,1,8,1,fbref_cache
2443.0,33,27.1,0,0,0,0.0,0.0,0.0,Rafa Marín,Alavés,DF,21,es ESP,La Liga,2324,13,3,31,18,2,28,16,fbref_cache
90.0,1,1.0,0,0,0,0.0,0.0,0.0,Diego Mariño,Almería,GK,33,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
3178.0,36,35.3,0,1,1,0.0,0.03,0.03,Mika Mármol,Las Palmas,DF,22,es ESP,La Liga,2324,3,0,43,43,5,23,34,fbref_cache
142.0,2,1.6,0,0,0,0.0,0.0,0.0,Unai Marrero,Real Sociedad,GK,21,es ESP,La Liga,2324,0,0,0,0,0,0,0,fbref_cache
